injected,dropped,trial,accepted,prefix_removed,ext_missing,status,received
0,5,31,False,False,False,packet_rejected,0
0,5,32,False,False,False,packet_rejected,0
0,5,33,False,False,False,packet_rejected,0
0,5,34,False,False,False,packet_rejected,0
0,5,35,False,False,False,packet_rejected,0
0,5,36,False,False,False,packet_rejected,0
0,5,37,False,False,False,packet_rejected,0
0,5,38,False,False,False,packet_rejected,0
0,5,39,False,False,False,packet_rejected,0
0,5,40,False,False,False,packet_rejected,0
0,5,41,False,False,False,packet_rejected,0
0,5,42,False,False,False,packet_rejected,0
0,5,43,False,False,False,packet_rejected,0
0,5,44,False,False,False,packet_rejected,0
0,5,45,False,False,False,packet_rejected,0
0,5,46,False,False,False,packet_rejected,0
0,5,47,False,False,False,packet_rejected,0
0,5,48,False,False,False,packet_rejected,0
0,5,49,False,False,False,packet_rejected,0
0,5,50,False,False,False,packet_rejected,0
0,5,51,False,False,False,packet_rejected,0
0,5,52,False,False,False,packet_rejected,0
0,5,53,False,False,False,packet_rejected,0
0,5,54,False,False,False,packet_rejected,0
0,5,55,False,False,False,packet_rejected,0
0,5,56,False,False,False,packet_rejected,0
0,5,57,False,False,False,packet_rejected,0
0,5,58,False,False,False,packet_rejected,0
0,5,59,False,False,False,packet_rejected,0
0,5,60,False,False,False,packet_rejected,0
0,5,61,False,False,False,packet_rejected,0
0,5,62,False,False,False,packet_rejected,0
0,5,63,False,False,False,packet_rejected,0
0,5,64,False,False,False,packet_rejected,0
0,5,65,False,False,False,packet_rejected,0
0,5,66,False,False,False,packet_rejected,0
0,5,67,False,False,False,packet_rejected,0
0,5,68,False,False,False,packet_rejected,0
0,5,69,False,False,False,packet_rejected,0
0,5,70,False,False,False,packet_rejected,0
0,5,71,False,False,False,packet_rejected,0
0,5,72,False,False,False,packet_rejected,0
0,5,73,False,False,False,packet_rejected,0
0,5,74,False,False,False,packet_rejected,0
0,5,75,False,False,False,packet_rejected,0
0,5,76,False,False,False,packet_rejected,0
0,5,77,False,False,False,packet_rejected,0
0,5,78,False,False,False,packet_rejected,0
0,5,79,False,False,False,packet_rejected,0
0,5,80,False,False,False,packet_rejected,0
0,5,81,False,False,False,packet_rejected,0
0,5,82,False,False,False,packet_rejected,0
0,5,83,False,False,False,packet_rejected,0
0,5,84,False,False,False,packet_rejected,0
0,5,85,False,False,False,packet_rejected,0
0,5,86,False,False,False,packet_rejected,0
0,5,87,False,False,False,packet_rejected,0
0,5,88,False,False,False,packet_rejected,0
0,5,89,False,False,False,packet_rejected,0
0,5,90,False,False,False,packet_rejected,0
0,5,91,False,False,False,packet_rejected,0
0,5,92,False,False,False,packet_rejected,0
0,5,93,False,False,False,packet_rejected,0
0,5,94,False,False,False,packet_rejected,0
0,5,95,False,False,False,packet_rejected,0
0,5,96,False,False,False,packet_rejected,0
0,5,97,False,False,False,packet_rejected,0
0,5,98,False,False,False,packet_rejected,0
0,5,99,False,False,False,packet_rejected,0
0,6,0,False,False,False,packet_rejected,0
0,6,1,False,False,False,packet_rejected,0
0,6,2,False,False,False,packet_rejected,0
0,6,3,False,False,False,packet_rejected,0
0,6,4,False,False,False,packet_rejected,0
0,6,5,False,False,False,packet_rejected,0
0,6,6,False,False,False,packet_rejected,0
0,6,7,False,False,False,packet_rejected,0
0,6,8,False,False,False,packet_rejected,0
0,6,9,False,False,False,packet_rejected,0
0,6,10,False,False,False,packet_rejected,0
0,6,11,False,False,False,packet_rejected,0
0,6,12,False,False,False,packet_rejected,0
0,6,13,False,False,False,packet_rejected,0
0,6,14,False,False,False,packet_rejected,0
0,6,15,False,False,False,packet_rejected,0
0,6,16,False,False,False,packet_rejected,0
0,6,17,False,False,False,packet_rejected,0
0,6,18,False,False,False,packet_rejected,0
0,6,19,False,False,False,packet_rejected,0
0,6,20,False,False,False,packet_rejected,0
0,6,21,False,False,False,packet_rejected,0
0,6,22,False,False,False,packet_rejected,0
0,6,23,False,False,False,packet_rejected,0
0,6,24,False,False,False,packet_rejected,0
0,6,25,False,False,False,packet_rejected,0
0,6,26,False,False,False,packet_rejected,0
0,6,27,False,False,False,packet_rejected,0
0,6,28,False,False,False,packet_rejected,0
0,6,29,False,False,False,packet_rejected,0
0,6,30,False,False,False,packet_rejected,0
0,6,31,False,False,False,packet_rejected,0
0,6,32,False,False,False,packet_rejected,0
0,6,33,False,False,False,packet_rejected,0
0,6,34,False,False,False,packet_rejected,0
0,6,35,False,False,False,packet_rejected,0
0,6,36,False,False,False,packet_rejected,0
0,6,37,False,False,False,packet_rejected,0
0,6,38,False,False,False,packet_rejected,0
0,6,39,False,False,False,packet_rejected,0
0,6,40,False,False,False,packet_rejected,0
0,6,41,False,False,False,packet_rejected,0
0,6,42,False,False,False,packet_rejected,0
0,6,43,False,False,False,packet_rejected,0
0,6,44,False,False,False,packet_rejected,0
0,6,45,False,False,False,packet_rejected,0
0,6,46,False,False,False,packet_rejected,0
0,6,47,False,False,False,packet_rejected,0
0,6,48,False,False,False,packet_rejected,0
0,6,49,False,False,False,packet_rejected,0
0,6,50,False,False,False,packet_rejected,0
0,6,51,False,False,False,packet_rejected,0
0,6,52,False,False,False,packet_rejected,0
0,6,53,False,False,False,packet_rejected,0
0,6,54,False,False,False,packet_rejected,0
0,6,55,False,False,False,packet_rejected,0
0,6,56,False,False,False,packet_rejected,0
0,6,57,False,False,False,packet_rejected,0
0,6,58,False,False,False,packet_rejected,0
0,6,59,False,False,False,packet_rejected,0
0,6,60,False,False,False,packet_rejected,0
0,6,61,False,False,False,packet_rejected,0
0,6,62,False,False,False,packet_rejected,0
0,6,63,False,False,False,packet_rejected,0
0,6,64,False,False,False,packet_rejected,0
0,6,65,False,False,False,packet_rejected,0
0,6,66,False,False,False,packet_rejected,0
0,6,67,False,False,False,packet_rejected,0
0,6,68,False,False,False,packet_rejected,0
0,6,69,False,False,False,packet_rejected,0
0,6,70,False,False,False,packet_rejected,0
0,6,71,False,False,False,packet_rejected,0
